Star Rating,Rating Text
5.0 out of 5 stars,"
  This phone is in spectacular condition i was really skeptical about buying a phone off here but I’m glad i did it’s basically in mint condition. No even a scuff mark. Only bad thing is i wish my battery life was a bit higher but at 86% it’s no deal breaker. Definitely am happy with my purchase.
"
2.0 out of 5 stars,"
  Ever since I got the phone I've been experiencing a few malfunctions with the screen but it got to the point where half of it wouldn't work. I need to lock and unlock the phone constantly to make it work properly and sometimes that wouldn't even do."
1.0 out of 5 stars,"Considering the money I have to spend on fixing it I can tell that this was not the worthiest purchase.
"
5.0 out of 5 stars,"
  bad
"
5.0 out of 5 stars,"
  Everything about this phone was brand new. Looked inside, it had all the original apple parts. Battery was 90+ capacity. No scratches, no wears or tears. Like brand new, only thing it doesnt come in the official apple box, but its literally like brand new. Worth every penny.
"
4.3 out of 5 stars,"
  The phone was in good conditional and was clean and worked well. The battery was at 77% which is below the 80% stated in the description. The seller did offer me a refund when I contacted them, but they were not able to offer me another phone with a battery in the condition stated in the description which disappointed me.
"
5.0 out of 5 stars,"
  Excelente ningún problema con el celular no issue and the cellphone looks like knew Inreally love it. 100% unlock
"
1.0 out of 5 stars,"
  Sound isn’t that good but in good shape
"
3.0 out of 5 stars,"
  Not sure why some people had issues with the phone mine look brand new.
"
5.0 out of 5 stars,"
  Siri is not working, maybe the microphone is missing or damaged."
2.0 out of 5 stars,"The life of the battery came with 83%, I really expected at least 90%."
5.0 out of 5 stars,"The cell phone has worked perfectly this first week, but I must certainly say that buying this type of product is a lottery, you don't know what will come to you."
4.0 out of 5 stars,"Greetings from Colombia.
"
5.0 out of 5 stars,"
  Its like a new phone, battery is as stated, but otherwise like a new phone.  Shipping was very fast. This is a very good seller.
"
5.0 out of 5 stars,"
  I was very weary buying this, but it was definitely worth my money, some minor scratches but who cares. Battery life was at 91%, and all I had to do was put my sim in. very happy with this purchase, thank you!
"
5.0 out of 5 stars,"
  Came safely. No scratches at all. Was able to set up from old phone in less than an hour and have everything running smoothly. This phone is a little bit bigger than the iPhone SE I previously had and I love the feel of it so far. No glitches and the SIM card installed without a hitch. Definitely will buy again if I have the money and need it!😂  Battery life is at 100%.
"
1.0 out of 5 stars,"
  The phone would not read the SIM card. It was returned and we received the money back minus a $40 restocking fee! I have asked for the restocking fee refund. The phone did not work so I should not be paying a restocking fee!
"
1.0 out of 5 stars,"
  This phone keeps dropping my Verizon network and I have to reboot to reconnect.  It became more and more frequent and is now just a major headache.  I have tried to contact the seller twice with no response.  Look elsewhere.
"
4.3 out of 5 stars,"
  Saw a lot of negative reviews...phone looks amazing no scratches ..dents nothing ..works great with Tmobile sim just popped it right in works with no issues
"
5.0 out of 5 stars,"
  I mean it works and all. Pretty new looking. But it did do a glitch thing in the middle of when I was playing Cod😳🤔 Came in a sketchy box (no apple box) No head phones which I didn’t mind but even the charger that it came in ain’t even a apple charger like they bought a Cvs iPhone charger n a android box 🔌 . took a minute to set up the phone but like I said it still works
"
1.0 out of 5 stars,"
  After 2 months of buying this iPhone give a lot of problems My iphone keeps scrolling up ghost touch am very disappointed this is a waste of money
"
5.0 out of 5 stars,"
  Fantastic used iPhone. Quality is great. all features are functioning. So far no issues with software of buttons. screen looks clear.
"
3.0 out of 5 stars,"
  Came in almost pristine condition, however the camera was not iPhone quality. It had definitely been replaced with an non iPhone camera. My wife didn’t like like that so I ended up trading it in two months later for a new iPhone.
"
1.0 out of 5 stars,"
  Was delivered early (someone must be home to sign for it). A great value for the money. The phone looked brand new. Works great. The Battery health was at 93%. Highly recommend.
"
4.0 out of 5 stars,"
  Received the phone and it was in MINT condition. Very pleased and happy with my new phone. No problems what so ever."
4.0 out of 5 stars,"Very satisfied!!
"
5.0 out of 5 stars,"
  I highly recommend buying from this seller. The iPhone is like brand new. The battery health is 92% which is very high. All in all great phone.
"
5.0 out of 5 stars,"
  Seem to work great so far
"
5.0 out of 5 stars,"
  Received the phone quickly surprisingly, packaging was poorly done with very little item protection. I understand this is a ""renewed"" phone; yet I didn't expect it to show up with scratches and dirt in the bottom speakers, charging port and ear piece.. Very dissapointed on spending that much for a filthy phone
"
4.3 out of 5 stars,"
  First of all, I can’t even finish setting up this phone because it will not download and install the update. I have tried everything I can think of, turned it off & on multiple times and nothing. It came in a pathetically flimsy box and I’m shocked it didn’t arrive broken and the charger they sent with it is very cheap. Save your money
"
5.0 out of 5 stars,"
  ok so I didn't come with a phone number as expected or a sim card as expected, but it works really well. I bought this without my parents knowing and I'm finally able to ft my friends once I get a phone number and a sim card it'll be even better but I love love love this phone like honestly.
"
1.0 out of 5 stars,"
  Unfortunately I had to send this phone back because for some reason there was a glitch which did not allow me to slide up to unlock my screen."
1.0 out of 5 stars,"Once the phone was unlocked it had a perfectly functioning touch screen and was very receptive. Not sure exactly what caused this. They did give me a full refund though which I appreciated.
"
5.0 out of 5 stars,"
  El articulo no esta desbloqueado. Vino bloqueado y nadie pudo desbloquearlo. El titulo del articulo esta equivocado y es mentira. Tuve que pagar $70 solo para devolverlo ya ha pasado casi un mes y no me han vuelto a escribir referido a mi reembolso de esa compra
"
1.0 out of 5 stars,"
  If you are worried about buying this product, don't be! I'm going to be honest I was scared when I ordered this because of all the bad reviews, but it's amazing! It can in perfect condition, I did have to charge it and after I set it up it worked GREAT! I love it so so much and you should definitely get it!
"
1.0 out of 5 stars,"
  Product received was defective. Battery did not hold a charge and the Face ID would not function.
"
5.0 out of 5 stars,"
  Great phone. Up to date and is fast
"
5.0 out of 5 stars,"
  For around 500 dollars you’re getting a really great phone, although minor scratches on the edges. Not too noticeable. This phones screen is crystal clear and responsive. All around solid phone, but likely yours might be a bit scratched, or imperfect. Would recommend!
"
1.0 out of 5 stars,"
  I'm very satisfied with the manner in which they handled a problem I had."
5.0 out of 5 stars," Very sincere and quick to satisfy me.
"
5.0 out of 5 stars,"
  I brought this as a Christmas present for my daughter. The phone had no scratches and was good. The only issues she had was that it was ghost typing just after a day of having it. We tried resetting, cleaning the screen and even took it to the Apple store. Nothing worked! After two weeks we just upgraded her phone at the local apple store.
"
4.3 out of 5 stars,"
  Battery life came at 87%. Touch screen responds quickly. Fully unlocked. Screen quality great
"
5.0 out of 5 stars,"
  It looked amazing out of the box. Everything worked perfect until it was time to charge it. It won’t charge with the cable or wirelessly at all. It actually drained the battery faster when I plugged it in. I will be returning it.
"
1.0 out of 5 stars,"
  Hoping to get a good unit but sadly just got a lemon, several spontaneous reboot and missing GPS signal all the time, this iPhone X was not a good purchase, I know this is a lottery, sadly got a defective unit.
"
5.0 out of 5 stars,"
  description was accurate - phone was easy to set up and get working
"
1.0 out of 5 stars,"
  Great battery life and face recognition
"
1.0 out of 5 stars,"
  My only drawback was the battery capacity. I’m not someone who charges my phone often so it was a bit concerning to see the battery drain so quickly. I had to deactivate some features to save battery life.  Nevertheless, the phone met my expectations.
"
5.0 out of 5 stars,"
  I was skeptic because of some reviews I read but I’m so glad I made the purchase!  Battery life is only at 89% but it works perfectly. I would recommend the silver iPhone X fully unlocked!
"
5.0 out of 5 stars,"
  I was a little scared but it was fully unlocked and no scratches or cracks and the battery was 90% which was nice no negatives on this product.
"
4.0 out of 5 stars,"
  The face recognition is amazing it catches everything, the battery lasts long, and screen quality is also the best
"
5.0 out of 5 stars,"
  Doesn’t look like new at all. A lot of scratches on screen and the sides. It’s a used phone used by a person with not care (didn’t used a cover or a any kind of screen protection. I’m so disappointed.
"
4.3 out of 5 stars,"
  This phone came as if it was brand new. I was skeptical due to a few reviews that mentioned excessive ware and tear and third party chargers. However, this phone came with no scratches or defects and came with an original Apple iOS charger. Battery capacity came over 80% as promised, at 86%. Overall, I’m very pleased with this product and I highly recommend buying.
"
5.0 out of 5 stars,"
  The phone itself looks great, everything seems to be in working order other than the battery takes forever to charge. BUT ITS NOT UNLOCKED. This is a scam and everything I read is different some say it’s originally at&t and others say Verizon. I will not buy from buyer again, My daughter birthday present was a waste
"
1.0 out of 5 stars,"
  This phone was in good condition how ever it was not completely unlocked was definitely blacklisted had to pay another 150 to get the phone cleaned and unlocked so not buy for this seller I was so upset when my phone couldn’t connect to my carrier however I found ways around it but still payed about $600 including the phone pricing .
"
5.0 out of 5 stars,"
  I was worried when I read some of the reviews but so far it has been perfect and the company was great to work with. Overall surprisingly positive
"
5.0 out of 5 stars,"
  Came as advertised, on time, with no visual wear and tear. Battery came at 87% capacity, higher than the advertised 80%. No complaints after days of regular use. Bought from BuySpry.
"
1.0 out of 5 stars,"
  Actually pretty surprised. The only thing I’m not really fond of is that my battery capacity was at 86%, but hey you can’t get everything 100% at this price. No large scratches, but a few small indents in the back glass which I was fine with. The phone kinda gets hot when turned on, but give it time to rest and it will be fine
"
1.0 out of 5 stars,"
  The iPhone X received was locked to ATT. It had a ATT SIM card in it. Amazon could not help. I called Apple and they gave a case number and asked me to call ATT. I have returned the phone.
"
5.0 out of 5 stars,"
  It looked and functions brand new condition"
5.0 out of 5 stars,"Very happy purchase!
"
5.0 out of 5 stars,"
  Seller ships the phone pretty fast and is probably the only positive review about it. Furthermore after setting up the phone I was unable to type the word ""i"" or number ""8"". It seems the screen is not working on that part compared to the rest of the key board letters & numbers working perfectly fine.
"
1.0 out of 5 stars,"
  Just as described . Almost mint condition
"
4.3 out of 5 stars,"
  Maybe one scratch on it, but it’s refurbished so what do you expect, 110% worth the money. Would highly recommend you buy I only wish it came in original packaging. Came at 95% battery health.
"
5.0 out of 5 stars,"
   The Face ID and front or back portrait picture is broken
"
1.0 out of 5 stars,"
  My phone DID NOT WORK. If I could put zero stars, I would. It would not accept the transfer of my info from my old iPhone. It would not update, at all. It only worked ON WIFI. I tried several attempts and several different things. Getting a replacement was not an option for some reason, but I received my refund shortly after and was pleased about that.
"
5.0 out of 5 stars,"
  I am so excited with my new phone, it works so well with sprint, even as they move over to t-mobile.
"
1.0 out of 5 stars,"
  Excellent phone looked brand new
"
1.0 out of 5 stars,"
  iPhone looks brand new, was working fine till I updated it. Now it’s been stuck on that screen for 24 hours. Won’t turn on or off. I want my money back!
"
4.0 out of 5 stars,"
  Best phone vendor on Amazon. I wanted to ask for a grade A renewed phone so I messaged them, and Joe was able to help me out instantly. He included two chargers and 1 day delivery at no additional cost. Oh, and he upgraded me from 64gb to 256gb as well. Best customer service I’ve seen on Amazon.
"
5.0 out of 5 stars,"
  The phone  works perfectly. Didn't even look used to be honest.  Battery life was as promised which is huge. The customer support is also very helpful and quick to answer any questions!
"
1.0 out of 5 stars,"
  I am SO happy with this!!! It exceeded all my expectations. The phone is in perfect condition - not a single scratch anywhere. Honestly, it looks brand spanking new. The battery capacity is also at 100%. It works perfectly. You honestly can’t beat this for the price. 0 regrets.
"
5.0 out of 5 stars,"
  I love this phone! I was skeptical about buying it because of the other reviews I had seen. But I can not complain. Besides the fact that the left speaker doesn’t play any sound and the battery was only at 84% max capacity. Other than that it is a great phone and looks absolutely perfect
"
4.3 out of 5 stars,"
  phone works great and came in mint condition, only problem was that it came completely dead. had to charge it on my own.
"
5.0 out of 5 stars,"
  Phone is pretty much brand new, honestly. Battery heath at 94%.  Little very wear and tear. There’s only one scuff on the screen that only noticeable when under a lot of light and the screen is turned off. It doesn’t bother me at all.
"
1.0 out of 5 stars,"
  It came on time and was unlocked. The only problem I have with it is that the battery life is only at 83% capacity. Other than that it’s pretty good.
"
5.0 out of 5 stars,"
  I had this phone for only 4 months and it completely broke. I brought it to a football game and it was in my pocket, zipped up the whole time. After the game it just started flashing the apple logo. I took it to a phone repair store and they opened it up and were surprised it ever worked, saying a lot was wrong within. Just pay the money and get your phone from apple/whatever your cell carrier is.
"
5.0 out of 5 stars,"
  I bought it here , but I was surprised to discover that the Iphone has a big and serious problem. It is openning many  apps automatically without my order!! unbelivable! Yes that is. I reseted it on itunes, discussed with apple help center to reset to defaults factory, same problem!!!!
"
5.0 out of 5 stars,"
  Phone works well, came with some ""nicks"" on the metal frame but overall im happy with the purchase
"
1.0 out of 5 stars,"
  Phone stopped working 2 - 3 weeks after purchase, just cut off for no reason then got stuck in a bad boot loop.
"
1.0 out of 5 stars,"
  My kid seems really happy. Phone works and you can't even tell it's used
"
4.0 out of 5 stars,"
  So far this thing is great"
2.0 out of 5 stars,"It’s like brand new can find 1 scratch and the battery goes to 99%
"
5.0 out of 5 stars,"
  Phone literally sounded like a rattle when you shook it. Also when passing the data from one phone to another it did not work. The phone froze on that screen. The phone was junk and I had to return it.
"
4.3 out of 5 stars,"
  BUENAS TARDES COMO ME PUEDEN AYUDAR COMPRE ESTE TELEFONO Y YA NO VALE NO CARGA Y NO HAY FORMA DE PRENDERLO NECESITO QUE ME AUIDEN
"
5.0 out of 5 stars,"
  It came all good no scratches just the battery capacity is at 78 which isn’t horrible but still I would prefer it at 90. It may tell you to get a apple worker to replace it, you don’t have to it can survive all the way to 59% capacity
"
1.0 out of 5 stars,"
  The iPhone  has  passed so far all expectations with  the only drawback I probably should’ve ordered the original phone I had which is the 256 instead of the 64!
"
1.0 out of 5 stars,"
  First time IPhone user. Came with a few scratches on the sides but nothing too disturbing, and they even put a screen protector on it, it’s kinda crooked and it’s chipped a few times even though I haven’t dropped it but it was included so I’m happy,
"
4.0 out of 5 stars,"
  Great condition arrived early
"
5.0 out of 5 stars,"
  my phone was coming up as lost or stolen when i tried to get it activated
"
5.0 out of 5 stars,"
  It works great. Had it ready out of the box for me to put my old iPhone data on it. It has some scratches at the charging port and it has this odd Instagram “stain” in the white background. Other than that the phone is in pristine condition.
"
5.0 out of 5 stars,"
  Great by battery health came with 92% everything works great had no problem setting it up just overall a great product to buy definitely worth the price
"
1.0 out of 5 stars,"
  MUY BUEN PRODUCTO
"
4.0 out of 5 stars,"
  Good price, excellent shape.  Battery has 87%,left of life.
"
4.3 out of 5 stars,"
  Received my phone and the charging port never worked. I bought a wireless charger and it would finally charge. The bottom left part of the touch screen only works half the time. But with a wireless charger and patience it gets the job done and is better than the phone I had.
"
5.0 out of 5 stars,"
  My Face ID stopped working after 2 months after purchasing. At first batter life was great and after 4 months it started going down really quickly. Now my phone camera is just black and the flash light won’t work.
"
1.0 out of 5 stars,"
  Product was exactly as described! Plus better battery life than expected.
"
3.0 out of 5 stars,"
  Always leary but its perfect. Bought it for my son and he loves it. No issues. No scratches. Its like new.
"
1.0 out of 5 stars,"
  This product came scratched and the ports were clogged as well with gunk. The bumper portions around the whole phone were scratched and the camera on the back had a scratch as well.
"
5.0 out of 5 stars,"
  The phone came in perfect condition it even came with a glass screen protector no damages as far as the eye can see. The only thing I may dislike is that it shuts off once in a while but that’s no thing to me very happy with this purchase .
"
5.0 out of 5 stars,"
  Bought this for a friend she hasn’t had any problems!
"
1.0 out of 5 stars,"
  My money was well spent! My phone came in earlier than the day expected and it easily transferred my information from my old iPhone to my new iPhone X! The only issue that I’ve noticed was a very tiny crack in the top right corner of the phone (not the screen) which isn’t even noticeable if you aren’t looking for it. Great buy.
"
5.0 out of 5 stars,"
  I got this phone and it worked fine for maybe 2 weeks before it started randomly freezing and turning itself off regularly. I waited too long to return it, so now I'm stuck with a phone that either completely freezes or turns itself off suddenly multiple times per day.
"
5.0 out of 5 stars,"
  Very great phone for the price! Works perfectly and was exactly what I was looking for have not had any issues out of it!
"
4.3 out of 5 stars,"
  The phone was not working properly...
"
5.0 out of 5 stars,"
  The second I opened up the phone (assuming it was “renewed”) everything seemed to be going well until I Put on a song and the speakers were super muffled to the point where you can’t even hear anything. I searched up on YouTube if there’s a fix and it was just the phone being messed up. I also returned my item a while ago and still have not received a refund
"
1.0 out of 5 stars,"
  I had my phone stolen from me around 2 weeks ago and decided to treat myself with a nice upgrade. It comes looking brand new, touchscreen works, battery life is fantastic, and is reasonably prices. Extremely happy with the results.
"
1.0 out of 5 stars,"
  There are particles (dust, sand, dirt?) blocking the front-facing camera, so photos are worse than my previous iPhone 7. There are scratches on the display, but the phone arrived with a screen protector on it. It looks like there might be some scratches below, but I never removed the screen protector. It works, so that’s good. Battery was at 93% health on arrival.
"
1.0 out of 5 stars,"
  This phone works ok. It was fine getting it set up on boost mobile. However, the touch screen seems to be a little dead in some areas which is kind of annoying. But the camera is good and it works generally
"
5.0 out of 5 stars,"
  i received the phone in excellent condition but after a few days it would respond when i would touch the screen after three days the screen went completely unresponsive
"
3.0 out of 5 stars,"
  I’ve had it for 2-4 months and it’s working fine.
"
4.0 out of 5 stars,"
  Everything works great
"
1.0 out of 5 stars,"
  The phone looked brand new and worked flawlessly. The battery was at 90%. I am very pleased.
"
4.0 out of 5 stars,"
  The phone works perfectly but only one small thing I’m concerned about it has a little ink in the bottom of the screen it’s not really that noticeable but it kinda bothers me but the battery life was okay I wish it was higher but yea barely any scratches or anything
"
4.3 out of 5 stars,"
  First time shocking item from amazon renewed item- absolutely not function iphoneX with defected touch screen and simply you can’t make calls - I dined hour with tech and support but nothing working"
5.0 out of 5 stars,Very bad experience
1.0 out of 5 stars,"I hope to change the delivery process to assure quality of such products
"
1.0 out of 5 stars,"
  Very disappointed I’ve only had the phone 2 months charger didn’t work it was broken also screen scratch I requested a refund and return and still fighting to get y refund like it’s my fault the phone stop working after 2 months. This is my first ever writing a bad review. Any advice on how to get my money back they accept the phone back but no refund
"
1.0 out of 5 stars,"
  Great camera and one of the best iterations of iPhones.
"
5.0 out of 5 stars,"
  I would highly recommend this product. It’s been working fine so far.. only funny thing is the face recognition sometimes mixes my mum’s face and I.
"
5.0 out of 5 stars,"
  I bought the iPhone and when I got it, it worked perfectly fine for 5 days ,and then the screen completely went out. I took it In to a phone store and they say there was a bad connection so I had it get that fixed. Everything else seems to be working fine since I’ve gotten it fixed.
"
3.0 out of 5 stars,"
  Perfect
"
5.0 out of 5 stars,"
  The flashlight and camera on the Lock Screen don’t work, all else is perfect aside from minor scratches and it came with an iPhone 12 screen protector instead of an X so there is an weird lip on the edge of my screen
"
4.0 out of 5 stars,"
  Looks like new but beware the battery health was at 91% which means I’m good but next year I’ll probably want to get another battery replacement.
"
5.0 out of 5 stars,"
  Exactly as described! My daughter lost her phone in a freak accident. This was the replacement option we decided to try. I'm really glad I did.
"
5.0 out of 5 stars,"
  I got an iPhone 8 and not an iPhone X. Not cool
"
4.3 out of 5 stars,"
  Don’t buy this phone, it’s not even an IPhone , it’s just a Chinese garbage"
5.0 out of 5 stars,"I’m trying to return it and get my money back
"
1.0 out of 5 stars,"
  Worst phone I’ve ever had in my life. Has a mind of its own- clicks on whatever it wants and downloads whatever it wants. Honestly feel like I was given a phone that had a virus before. Would rate 0 stars if possible.
"
1.0 out of 5 stars,"
  This phone came in perfect condition! It was handled very well! No scratches! And it was truly unlocked! I was able to go to my carrier and activate it! Great Service!!
"
1.0 out of 5 stars,"
  Refurbished phone......minor problem with photo button.
"
5.0 out of 5 stars,"
  When first got it the battery health was at 98% now a year after it’s al 91% but seems like it decreases faster every month also phone sometimes doesn’t block instantly and I’ve to reset it cause screens just stays on and phone gets hot til I blocked it manually
"
3.0 out of 5 stars,"
  This was trash and I want a new one. I paid good money for that.
"
3.0 out of 5 stars,"
  It’s perfect I was getting worried about my purchase because of the bad reviews but my X came perfect no scratches or cracks, it looks brand new ,it also came with a screen protector and charger!!!! I am happy I made this decision Thank you don’t be afraid they are legit.
"
1.0 out of 5 stars,"
  Good
"
5.0 out of 5 stars,"
  Hand to heaven, I was legit scared to order an iPhone from Amazon....BUT so far so good & by good I mean great. I’ve only had it for a little while but I truly have no complaints! I’ll write a follow up review a few months from now.
"
5.0 out of 5 stars,"
  Loved it. It is working beautifully
"
4.3 out of 5 stars,"
  Very disappointed.  As soon as I first plugged in my phone the screen had green lines on it. Apparently this is a known issue with iPhone X. Not sure how this phone passed inspection to be sellable.
"
5.0 out of 5 stars,"
  Please do not hesitate buying it used! Just like you, I was worried about the cosmetic condition, but alas, it came in and looked BRAND NEW! I’ve had it for about a month now and everything works flawlessly. The only gripe I have is the battery life is at 87%. Other than that, this phone is in perfect condition.
"
1.0 out of 5 stars,"
  Everything seems to work okay but the battery life is ridiculously low.. gonna try to see if I can get a replacement or at refund...
"
1.0 out of 5 stars,"
  the Screen had little to none scratches and the batter life was at 93% which isn’t bad for a refurbished phone! They even throw in a charger! Definitely worth the money and my phone did come unlocked for any carrier. Was skeptical at first but I’m glad I bought the phone. Looks as if I just bought it from Apple
"
1.0 out of 5 stars,"
  This came WITHOUT the simcard tray. Spent over 450.00 on a phone for it to come without a damn tray. This was a gift BTW.
"
5.0 out of 5 stars,"
  Great price for the phone
"
2.0 out of 5 stars,"
  Brought for a gift and they loved it.
"
5.0 out of 5 stars,"
  I love it, it is in perfect condition and no scratches it’s very good and the battery is long lasting
"
1.0 out of 5 stars,"
  The phone wasn’t capable completely with my phone service. Other than that everything else was good about the phone a small scratch on the screen but nothing to big"
5.0 out of 5 stars,"Tried contacting the seller for a refund but no answer.
"
5.0 out of 5 stars,"
  Came brand new, came I’ve mail in 2 days. No scratches battery 100%. Everything working 100% 🔥."
5.0 out of 5 stars,"Facts if you gonna cop don’t hesitate, it look wocky at first my Jack is in perfect condition and I don’t gotta pay to own a phone anymore 🤷🏽‍♂️🤙🏽.
"
4.3 out of 5 stars,"
  iPhone came in a day early, phone was practically new battery health was 84% which I’m totally happy with no scratches on front screen or camera Lens. Very happy with order and would order again!
"
5.0 out of 5 stars,"
  As far as I can tell this phone came like new. The only telling sign is the battery health at 87% (as expected). Other than that it came with a charger and sim tool. Honestly really love this phone for the cheap price I got.
"
1.0 out of 5 stars,"
  El vendedor no especificó que el celular era reparado y vino en una caja que no es original y con un cargador genérico. En esas condiciones el precio es caro y estoy solicitando una nota de crédito o reembolso, el artículo no se ajusta a lo que publicitan
"
5.0 out of 5 stars,"
  I like my brand new iPhone X , it’s perfect"
5.0 out of 5 stars,So far this is one of the best deals I have found and the seller provided The best customer service I’ve encountered so far.
2.0 out of 5 stars,"Thank you for the customer service I appreciate the business 100 stars.
"
2.0 out of 5 stars,"
  Perfect
"
5.0 out of 5 stars,"
  The new and useful features .
"
5.0 out of 5 stars,"
  Works great arrived a day early and in mint condition
"
5.0 out of 5 stars,"
  Cell service stopped working after 2.5 months. Phone is out of warranty and now I have to upgrade."
5.0 out of 5 stars,"Don’t waste your money, but from a retailer
"
1.0 out of 5 stars,"
  Came as listed works fine ... about 1 or 2 scratches but I don’t mind... works fine...I had to update it myself but that was ok...go ahead and buy this phone
"
5.0 out of 5 stars,"
  Like new, excellent condition, everything working normal so far, Amazon's one-year warranty is a plus
"
4.3 out of 5 stars,"
  Working perfect and great resolution happy
"
5.0 out of 5 stars,"
  Have ordered the 64G iPhone from this page and had no problems, but when I received the 256G iPhone the touch screen would receive ""ghost clicks"" and made it nearly impossible to use. Further research shows that this is most likely a hard ware issue . Kind of a coin toss on the quality you will receive. Waiting for return request to be approved.
"
1.0 out of 5 stars,"
  I bought the unlocked iPhone, but it does not work with my Operator Card: The SIM card you have now installed in this iPhone belongs to a carrier that is not supported by the activation policy. Then I checked the IMEI. Here's what I read: This device is listed in the international blacklist. Will my phone no longer work? Sorry for the mistakes, I live in Ukraine
"
4.0 out of 5 stars,"
  The screen had tiny scratches and the volume up button does not function. It does not press down and no matter how much you press down it doesn't work. Disappointed.
"
1.0 out of 5 stars,"
  Thank you. Product was delivered on time and works well
"
1.0 out of 5 stars,"
  Yo soy de Ecuador, no puedo usar, ya que no está desbloqueado."
1.0 out of 5 stars,"Qué tengo que hacer ?
"
1.0 out of 5 stars,"
  So far so good keeping my fingers crossed
"
5.0 out of 5 stars,"
  Wasn’t going to go through with it and buy it (bc I’m just cheap) but I’m glad I did! I’ve had for about a month now maybe and it works great! Not a thing wrong and very fast.
"
4.0 out of 5 stars,"
  Have been using it for a few hours now, the body of the phone is perfect it’s like brand new, it came with a protective screen on it already, I’m very happy with this phone so far, can’t complain,
"
4.0 out of 5 stars,"
  The phone came and was MISSING the SIM card tray so I couldn’t put my SIM card in to see if the phone was unlocked. I would have just ordered a tray from amazon, but the phone’s camera and flashlight was not working. Defective phone with missing part—returning the phone
"
4.3 out of 5 stars,"
  I was very hesitant to buy a refurbished phone initially. After using it for well over a month everything works as it should and battery life is 100%. Would purchase one again!
"
5.0 out of 5 stars,"
  My 13 year old daughter broke hers so I ordered one and she had no problems getting her new one in order and up and running.
"
1.0 out of 5 stars,"
  Came in very great condition! no scratches no defects.
"
5.0 out of 5 stars,"
  Phone shipped quick, came in mint condition, i like it, cool stuff y'all!!
"
5.0 out of 5 stars,"
  Phone is in great condition when I just got it the phone was heating up a bit too quickly but that was probably because I was using it too much and the SIM card just doesn’t recognize the chip sometimes and I have to pop it out and back but apart from that great phone it just has the used phone issues listed above. Recommend 100% save some money
"
5.0 out of 5 stars,"
  Funciona perfecto.
"
5.0 out of 5 stars,"
  Fast shipping, Nice Cellphone
"
4.0 out of 5 stars,"
  The iPhone front was in good condition, I mean the front glass has a few minor scratches, however, the back glass and stainless steel borders was super scratched up and scuffed up. And because of the back glass and stainless steel aa messed up, I'm returning the phone.
"
5.0 out of 5 stars,"
  Everything works great. No scratches or dents. It is like brand new. I would totally recommend this seller. Great price.
"
5.0 out of 5 stars,"
  Niece LOVES it! She couldn’t be happier! The phone came fast and in perfect condition!
"
4.3 out of 5 stars,"
  Facial recognition did not work t all. Could not even finish the setup process.
"
5.0 out of 5 stars,"
  The phone is working great and didn’t come with any scratches or anything wrong with it, everything works well and the battery life is great lasts all day and The company the phone is from is a recycling company so they take phones and fix them. There was no problems.
"
1.0 out of 5 stars,"
  battery health was 98% too"
1.0 out of 5 stars,"super good deal 500$ for unlocked iphone x
"
5.0 out of 5 stars,"
  So far so good, only problem is that for my carrier, metro, I had to go in to activate it . It wasn’t as easy as a sim swap but that wasn’t the sellers fault it was metros. Came with 90% battery and so far all features work. Bought from chubbiestech
"
5.0 out of 5 stars,"
  Love it, stays up with my busy life
"
5.0 out of 5 stars,"
  So far so good, I got it a couple of weeks ago and the Face ID doesn’t work very good and sometimes the touch screen doesn’t work but no mayor problem
"
5.0 out of 5 stars,"
  Screen or software is still broken. Phone freezes up or starts clicking and opening random things on the phone and locks you out on whatever you are doing. Maybe I just got a bad phone but definitely not worth the price and will be returning.
"
5.0 out of 5 stars,"
  Buen teléfono ninguna falla solamente batería 8/10
"
4.0 out of 5 stars,"
  I really enjoyed the iPhone X I purchased on Amazon. Everything looks new, without visible scratches, and it's working well."
1.0 out of 5 stars,"I could not believe that I would get a renewed iPhone from Amazon in such a good conditions. I planning to get another one for my wife soonest. Thank you.
"
4.0 out of 5 stars,"
  Like brand new, no noticeable wear signs. No issues with phone yet.
"
4.3 out of 5 stars,"
  Still can't get it to ring--only vibrate.  Battery is barely 80%.  And it's a iPhone.  Should have stuck with Samsung
"
5.0 out of 5 stars,"
  The phone was for me it looks new everything seems to work great happy with.
"
1.0 out of 5 stars,"
  Bought this in time of need and later read some negative reviews that had me worried.  Not sure what the Karen’s are complaining about.  Phone doesn't have a scratch on it and a brand new battery.  Honestly it looks and performs better than expected.
"
3.0 out of 5 stars,"
  I am not happy with this purchase. The first day I used this iPhone it started glitching, clicking, and zooming on it’s own and hasn’t stopped since. I really should have fully read all the reviews before making this purchase. Not worth it.
"
5.0 out of 5 stars,"
  Very good quality product, easy to set up, excellent cosmetic condition."
5.0 out of 5 stars,"It worked with the side by side data transfer from iPhone 7.
"
5.0 out of 5 stars,"
  the phone came with the screen messed up to the point where a screen protector wouldn’t work. when i put the screen protector on it wouldn’t recognize me touching it. because there was no screen protector the screen cracked. also the face id doesn’t work.
"
1.0 out of 5 stars,"
  Everything seems great except that every once in a while it will say no SIM card. So the SIM card reader must be broken
"
5.0 out of 5 stars,"
  This phone is great. I replaced an iPhone 6S. Couldn't be happier. Works and looks just like a new one.
"
2.0 out of 5 stars,"
  One of those phones had a screen glitch and the company was not helpful in helping me return the product in a concise manner.
"
